height_m,radius_micron,concentration_m3
2.0,0.004499808612182484,6.838970544317898e-09
2.0,0.004629120988074402,7.097681225933291e-09
2.0,0.004762149453249216,7.3664620286707124e-09
2.0,0.004899000798100836,7.645685749140597e-09
2.0,0.005039784881891364,7.935736811027705e-09
2.0,0.005184614720942109,8.23701149981202e-09
2.0,0.005333606579358965,8.54991819783537e-09
2.0,0.005486880062364981,8.874877619821111e-09
2.0,0.005644558212315071,9.212323048998628e-09
2.0,0.005806767607469921,9.562700574031384e-09
2.0,0.005973638463608395,9.926469326997224e-09
2.0,0.006145304738560007,1.0304101722722708e-08
2.0,0.0063219042397413775,1.0696083699828271e-08
2.0,0.006503578734782991,1.1102914963898502e-08
2.0,0.006690474065335076,1.152510923325057e-08
2.0,0.006882740264143949,1.1963194487833895e-08
2.0,0.007080531675492831,1.2417713221854891e-08
2.0,0.007284007079103805,1.2889222700781266e-08
2.0,0.007493329817600371,1.3378295223440413e-08
2.0,0.007708667927632942,1.3885518389985576e-08
2.0,0.007930194274772536,1.4411495376560259e-08
2.0,0.008158086692280927,1.495684521754657e-08
2.0,0.00839252812386871,1.5522203096334205e-08
2.0,0.008633706770555829,1.6108220645594872e-08
2.0,0.008881816241752476,1.6715566258090594e-08
2.0,0.009137055710681664,1.7344925409082893e-08
2.0,0.009399630074268209,1.799700099144309e-08
2.0,0.009669750117622503,1.867251366459234e-08
2.0,0.009947632683251103,1.9372202218420605e-08
2.0,0.010233500845129972,2.0096823953349963e-08
2.0,0.010527584087780128,2.0847155077715903e-08
2.0,0.010830118490489433,2.162399112364329e-08
2.0,0.011141346916828427,2.2428147382588885e-08
2.0,0.011461519209612324,2.326045936171228e-08
2.0,0.011790892391465715,2.4121783262221137e-08
2.0,0.012129730871150941,2.501299648081331e-08
2.0,0.012478306655825777,2.5934998135312835e-08
2.0,0.012836899569400862,2.688870961556314e-08
2.0,0.013205797477172113,2.7875075160605517e-08
2.0,0.013585296516908468,2.8895062463131525e-08
2.0,0.013975701336580479,2.994966330215473e-08
2.0,0.014377325338920562,3.1039894204804114e-08
2.0,0.01479049093301128,3.216679713809443e-08
2.0,0.015215529793103581,3.33314402314851e-08
2.0,0.01565278312487278,3.453491853098987e-08
2.0,0.016102601939325986,3.5778354785559615e-08
2.0,0.016565347334580947,3.7062900266413594e-08
2.0,0.017041390785742433,3.83897356199553e-08
2.0,0.017531114443108876,3.976007175487406e-08
2.0,0.01803491143894867,4.117515076399553e-08
2.0,0.0185531862030924,4.2636246881417414e-08
2.0,0.019086354787594358,4.414466747544153e-08
2.0,0.01963484520072392,4.5701754077791085e-08
2.0,0.02019909775055497,4.730888344958704e-08
2.0,0.020779565398429112,4.896746868455026e-08
2.0,0.021376714122576537,5.0678960349887043e-08
2.0,0.021991023292186315,5.244484766531798e-08
2.0,0.022622986052226436,5.4266659720718424e-08
2.0,0.02327310971932264,5.614596673284583e-08
2.0,0.02394191618901364,5.8084381341649275e-08
2.0,0.02462994235470982,6.008355994667359e-08
2.0,0.02533774053869165,6.21452040841037e-08
2.0,0.026065878935493832,6.427106184501415e-08
2.0,0.026814942068031155,6.646292933543489e-08
2.0,0.02758553125683212,6.872265217887387e-08
2.0,0.028378265102757105,7.105212706198331e-08
2.0,0.029193779983588537,7.345330332409911e-08
2.0,0.030032730564891766,7.592818459143297e-08
2.0,0.030895790325556664,7.847883045674234e-08
2.0,0.03178365209844184,8.110735820536433e-08
2.0,0.032697028626555616,8.381594458853916e-08
2.0,0.03363665313522005,8.660682764502431e-08
2.0,0.03460327992067749,8.948230857203789e-08
2.0,0.03559768495561201,9.244475364664029e-08
2.0,0.03662066651207195,9.549659619871956e-08
2.0,0.03767304580229355,9.864033863679673e-08
2.0,0.03875566763794021,1.0187855452794075e-07
2.0,0.03986940110828639,1.052138907331278e-07
2.0,0.041015140277890744,1.086490695994481e-07
2.0,0.04219380490431848,1.1218689121061874e-07
2.0,0.04340634117648922,1.1583023569731887e-07
2.0,0.04465372247424284,1.195820656089324e-07
2.0,0.04593695014973327,1.2344542834832895e-07
2.0,0.047257054331277464,1.2742345867139125e-07
2.0,0.048615094750304774,1.315193812530409e-07
2.0,0.050012161592070656,1.35736513321591e-07
2.0,0.05144937637081756,1.4007826736329686e-07
2.0,0.05292789283008563,1.445481538990446e-07
